id,name,description,industry,location,founded_year,employee_count,revenue_range
48835,"Russell, Curry and Thomas",distributed platform for renewable energy.,Energy,USA,2005,2930,100M-500M
48836,"Bartlett, Morgan and Cruz",machine learning solution for gene editing.,Biotech,UK,2009,4120,50M-100M
48837,Roberts LLC,automated system for route optimization.,Logistics,Netherlands,2011,1893,500M+
48838,Smith Group,automated engine for 5G analytics.,Telecom,Germany,1995,3714,500M+
48839,Johnson LLC,predictive infrastructure for cloud infrastructure.,Technology,Netherlands,2005,1858,500M+
48840,Warner LLC,real-time platform for payments.,Fintech,Norway,2023,3524,50M-100M
48841,Warren Group,AI-powered engine for 5G analytics.,Telecom,USA,2020,1394,500M+
48842,Walker PLC,machine learning infrastructure for route optimization.,Logistics,Finland,2002,117,10M-50M
48843,"Mccarty, Avila and Santana",machine learning software for demand forecasting.,Retail,Netherlands,2009,2062,500M+
48844,Rivera-Mcknight,data-driven infrastructure for health data.,Healthcare,UK,2015,1336,500M+
48845,Jones Inc,AI-powered engine for pricing optimization.,Retail,USA,1997,741,500M+
48846,Smith LLC,cloud-native solution for data pipelines.,Technology,Germany,2012,1310,50M-100M
48847,Sellers-Thomas,AI-powered engine for autonomous driving.,Automotive,Netherlands,2003,1767,100M-500M
48848,Colon Ltd,predictive engine for banking analytics.,Fintech,Germany,2017,45,1M-10M
48849,"Graham, Hawkins and Benson",real-time system for data pipelines.,Technology,Germany,2005,438,50M-100M
48850,Smith-Hawkins,AI-powered engine for molecular analysis.,Biotech,Finland,2000,2412,100M-500M
48851,Garner PLC,cloud-native engine for route optimization.,Logistics,Netherlands,2022,792,100M-500M
48852,Brown-Ruiz,automated software for fraud detection.,Fintech,Finland,1995,3930,50M-100M
48853,"Carney, Thompson and Johnson",cloud-native infrastructure for renewable energy.,Energy,Netherlands,2015,3439,100M-500M
48854,"Gregory, Silva and Leonard",distributed platform for pricing optimization.,Retail,Netherlands,2015,4690,50M-100M
48855,"Harrington, Lopez and Smith",distributed infrastructure for inventory planning.,Retail,Norway,1995,3790,50M-100M
48856,Davis-Miller,data-driven system for molecular analysis.,Biotech,Norway,2016,4680,100M-500M
48857,Baker LLC,machine learning software for patient monitoring.,Healthcare,Germany,1995,475,50M-100M
48858,"Martinez, Brown and Delgado",machine learning platform for supply chain visibility.,Logistics,Norway,2005,389,500M+
48859,Houston PLC,AI-powered solution for inventory planning.,Retail,France,1998,4743,100M-500M
48860,Clark PLC,predictive software for diagnostics.,Healthcare,France,2007,383,100M-500M
48861,Kramer-Fitzpatrick,predictive software for inventory planning.,Retail,Finland,1998,3493,100M-500M
48862,Ray-Young,machine learning software for renewable energy.,Energy,Netherlands,2020,1872,100M-500M
48863,Anderson-Nelson,automated software for observability.,Technology,Norway,2002,4679,50M-100M
48864,Moore-Gray,distributed platform for personalized learning.,Education,Sweden,2017,1225,100M-500M
48865,"Blevins, Brown and Olsen",AI-powered platform for molecular analysis.,Biotech,Sweden,2003,1256,500M+
48866,Bruce-Bryant,automated engine for drug discovery.,Biotech,Sweden,2007,635,100M-500M
48867,Ramos Group,data-driven solution for energy forecasting.,Energy,Norway,2018,4331,100M-500M
48868,Solomon-Noble,distributed solution for energy forecasting.,Energy,Germany,2008,4935,500M+
48869,"Ward, Fisher and Knox",machine learning system for vehicle telemetry.,Automotive,France,2007,567,50M-100M
48870,Joseph-Taylor,machine learning platform for pricing optimization.,Retail,UK,2024,3558,500M+
48871,Moore-White,automated infrastructure for payments.,Fintech,Finland,2000,2436,50M-100M
48872,"Terry, Richards and Henry",data-driven system for autonomous driving.,Automotive,Sweden,2010,962,100M-500M
48873,"Cole, Melendez and Hester",real-time infrastructure for inventory planning.,Retail,UK,2000,1814,500M+
48874,Rasmussen Inc,cloud-native solution for personalized learning.,Education,Netherlands,1999,3756,50M-100M
48875,"Werner, Turner and Mosley",AI-powered engine for vehicle telemetry.,Automotive,Netherlands,2003,4694,500M+
48876,Smith-Bennett,cloud-native infrastructure for pricing optimization.,Retail,Germany,2014,2488,50M-100M
48877,Jackson LLC,real-time system for fraud detection.,Fintech,Netherlands,2001,266,500M+
48878,Rivera-Benitez,distributed software for personalized learning.,Education,USA,2002,804,100M-500M
48879,"Casey, Richards and Oneal",data-driven infrastructure for personalized learning.,Education,Netherlands,2003,2411,500M+
48880,"Contreras, Gomez and Thomas",automated infrastructure for banking analytics.,Fintech,Germany,1999,3805,50M-100M
48881,Holmes PLC,automated engine for pricing optimization.,Retail,Finland,2010,3808,100M-500M
48882,Hernandez Ltd,AI-powered system for 5G analytics.,Telecom,Sweden,2013,3400,50M-100M
48883,Knight PLC,real-time system for diagnostics.,Healthcare,Netherlands,1998,3643,100M-500M
48884,Garcia-Wade,data-driven engine for demand forecasting.,Retail,France,2003,107,50M-100M
48885,Mckinney Ltd,predictive platform for pricing optimization.,Retail,Sweden,2007,174,10M-50M
48886,Little-Velazquez,predictive software for supply chain visibility.,Logistics,Netherlands,2014,2824,100M-500M
48887,Smith-Marquez,distributed platform for autonomous driving.,Automotive,UK,2018,1448,100M-500M
48888,"Campbell, Myers and Harrison",predictive solution for supply chain visibility.,Logistics,Sweden,2008,3556,500M+
48889,"Zimmerman, Brown and Thompson",real-time infrastructure for health data.,Healthcare,UK,2017,4308,500M+
48890,"Davis, Allen and Cannon",data-driven solution for health data.,Healthcare,Finland,2002,3500,500M+
48891,"Nguyen, Williams and Malone",machine learning engine for 5G analytics.,Telecom,Norway,2006,827,100M-500M
48892,Byrd-Smith,real-time system for autonomous driving.,Automotive,Sweden,2012,308,50M-100M
48893,Boyd Group,automated solution for smart grid.,Energy,USA,2010,308,100M-500M
48894,"Brown, Landry and Martinez",automated infrastructure for student analytics.,Education,Sweden,2011,4548,50M-100M
48895,Forbes Group,real-time engine for route optimization.,Logistics,Sweden,2010,2150,50M-100M
48896,"Sweeney, White and Booth",cloud-native engine for personalized learning.,Education,Finland,1995,4153,100M-500M
48897,"Cunningham, Gonzalez and Bush",AI-powered software for energy forecasting.,Energy,Norway,2004,3995,100M-500M
48898,Barry-Reese,data-driven infrastructure for inventory planning.,Retail,USA,2001,1140,50M-100M
48899,Taylor-Singh,distributed infrastructure for observability.,Technology,Norway,2010,2676,500M+
48900,"Martinez, Armstrong and Watkins",cloud-native solution for network optimization.,Telecom,Germany,1997,1523,500M+
48901,"Zimmerman, Simmons and Johnson",predictive platform for smart grid.,Energy,Finland,2015,600,50M-100M
48902,"Nelson, Anderson and Eaton",automated platform for smart grid.,Energy,France,2018,3514,50M-100M
48903,James-Lawson,real-time platform for inventory planning.,Retail,Norway,2023,605,50M-100M
48904,Jones PLC,data-driven solution for renewable energy.,Energy,USA,2018,4177,500M+
48905,Sanchez-Buckley,machine learning infrastructure for payments.,Fintech,Norway,2018,511,100M-500M
48906,Rose Inc,automated system for payments.,Fintech,UK,2002,3853,100M-500M
48907,Peters-Clark,cloud-native solution for molecular analysis.,Biotech,Norway,2001,1765,50M-100M
48908,Reynolds-Faulkner,data-driven system for molecular analysis.,Biotech,France,2005,3942,100M-500M
48909,Holmes-Kidd,machine learning solution for inventory planning.,Retail,UK,2004,3439,500M+
48910,Lynch Ltd,cloud-native software for patient monitoring.,Healthcare,Germany,2020,272,50M-100M
48911,"Monroe, Ford and Kennedy",data-driven software for health data.,Healthcare,Netherlands,2011,2815,100M-500M
48912,Wilson-Smith,data-driven solution for data pipelines.,Technology,France,2007,3846,50M-100M
48913,"Barker, Ramirez and Black",real-time engine for diagnostics.,Healthcare,UK,2012,3040,50M-100M
48914,Terrell-Serrano,machine learning solution for diagnostics.,Healthcare,USA,1996,1564,500M+
48915,"Lewis, Martinez and Wilson",automated infrastructure for banking analytics.,Fintech,France,2017,1583,50M-100M
48916,"Schmitt, Williams and Burns",cloud-native solution for banking analytics.,Fintech,Finland,1998,4436,100M-500M
48917,Ryan and Sons,distributed infrastructure for demand forecasting.,Retail,Finland,2021,2900,500M+
48918,"Norton, Maldonado and Snyder",predictive system for network optimization.,Telecom,Finland,2003,143,10M-50M
48919,Koch and Sons,data-driven engine for student analytics.,Education,UK,2012,3394,500M+
48920,Dalton-Elliott,automated engine for supply chain visibility.,Logistics,Norway,1997,96,50M-100M
48921,West-Gordon,automated engine for renewable energy.,Energy,Netherlands,2022,4181,500M+
48922,Lane LLC,cloud-native software for autonomous driving.,Automotive,Finland,2013,3706,50M-100M
48923,Jackson and Sons,real-time engine for route optimization.,Logistics,USA,1996,1554,500M+
48924,Kerr-Burns,cloud-native solution for route optimization.,Logistics,Norway,2006,4555,500M+
48925,"Williams, Lopez and Grant",predictive solution for autonomous driving.,Automotive,UK,2022,4165,500M+
48926,"Morris, Cline and Mayer",real-time solution for supply chain visibility.,Logistics,Sweden,2004,2964,500M+
48927,James and Sons,machine learning system for 5G analytics.,Telecom,USA,2016,3378,500M+
48928,Cantu Group,machine learning system for supply chain visibility.,Logistics,Norway,2014,4628,500M+
48929,Stephens-Gonzalez,data-driven software for smart grid.,Energy,Germany,2014,1278,100M-500M
48930,"Goodwin, Avila and Gonzales",cloud-native system for network optimization.,Telecom,Germany,2024,3150,50M-100M
48931,"Jimenez, Yu and Adams",AI-powered system for pricing optimization.,Retail,Norway,2009,2118,500M+
48932,Jarvis-Gibbs,AI-powered software for observability.,Technology,UK,2009,766,500M+
48933,Knight LLC,real-time engine for lending.,Fintech,USA,2018,4068,100M-500M
48934,Gregory PLC,predictive platform for autonomous driving.,Automotive,UK,2010,2124,50M-100M
48935,Bright PLC,cloud-native system for lending.,Fintech,France,1997,3633,100M-500M
48936,Green PLC,AI-powered system for autonomous driving.,Automotive,Finland,2009,4172,500M+
48937,Jenkins Group,cloud-native platform for vehicle telemetry.,Automotive,Germany,2014,335,50M-100M
48938,"Johnson, Foley and Wright",distributed solution for drug discovery.,Biotech,Netherlands,2023,4526,50M-100M
48939,Friedman-Thompson,machine learning infrastructure for 5G analytics.,Telecom,France,2016,2347,500M+
48940,"Fletcher, Collins and Russell",automated solution for diagnostics.,Healthcare,Finland,2024,1877,100M-500M
48941,"Warner, Adams and Rivera",real-time engine for vehicle telemetry.,Automotive,Finland,2019,2896,500M+
48942,Levy LLC,predictive software for diagnostics.,Healthcare,France,1995,3483,500M+
48943,Lara-Bishop,AI-powered engine for autonomous driving.,Automotive,Germany,1997,4745,100M-500M
48944,"Garza, Yang and Freeman",real-time engine for autonomous driving.,Automotive,UK,2018,4315,500M+
48945,"Smith, Anderson and Cooper",real-time solution for personalized learning.,Education,Netherlands,2005,2743,50M-100M
48946,Mendez Inc,machine learning system for payments.,Fintech,Germany,2014,3374,50M-100M
48947,Allen LLC,distributed system for supply chain visibility.,Logistics,Finland,2009,2933,100M-500M
48948,Wells-Spencer,AI-powered system for autonomous driving.,Automotive,Netherlands,2020,2828,500M+
48949,Bowman-Martin,AI-powered system for route optimization.,Logistics,UK,1999,3785,50M-100M
48950,Berry-Stone,predictive solution for observability.,Technology,Finland,2022,248,50M-100M
48951,"Parker, Long and Norman",data-driven system for diagnostics.,Healthcare,Netherlands,1998,1137,50M-100M
48952,Moore Inc,AI-powered platform for gene editing.,Biotech,Norway,2002,4587,50M-100M
48953,Griffin and Sons,machine learning solution for data pipelines.,Technology,France,2016,1590,500M+
48954,"Rogers, Brown and Mcbride",machine learning system for diagnostics.,Healthcare,Sweden,2021,647,50M-100M
48955,"Washington, Rogers and Logan",distributed system for supply chain visibility.,Logistics,Netherlands,2022,487,500M+
48956,"Bowman, Ford and Thomas",AI-powered infrastructure for vehicle telemetry.,Automotive,France,2011,2991,100M-500M
48957,"Jones, Garcia and Ferrell",machine learning software for pricing optimization.,Retail,UK,2019,4734,500M+
48958,Williams-Hood,real-time infrastructure for health data.,Healthcare,Norway,2022,3193,500M+
48959,"Vaughan, Chavez and Fuentes",distributed platform for observability.,Technology,Netherlands,2022,3630,100M-500M
48960,Gregory and Sons,cloud-native system for lending.,Fintech,Germany,1998,2258,500M+
48961,Carroll-Hodges,distributed solution for supply chain visibility.,Logistics,UK,2011,745,50M-100M
48962,Miller-Byrd,cloud-native engine for banking analytics.,Fintech,Germany,2018,3044,500M+
48963,Bennett-Parker,machine learning engine for health data.,Healthcare,USA,2002,4749,100M-500M
48964,Jackson-Jackson,real-time platform for 5G analytics.,Telecom,Germany,2006,1791,500M+
48965,Hogan Ltd,cloud-native system for smart grid.,Energy,UK,1996,2323,500M+
48966,"Fisher, Spears and Norton",real-time infrastructure for supply chain visibility.,Logistics,Sweden,1998,4321,50M-100M
48967,Duncan and Sons,automated software for banking analytics.,Fintech,France,2024,1212,100M-500M
48968,Booth PLC,cloud-native engine for patient monitoring.,Healthcare,Finland,2020,3515,500M+
48969,"Pena, Martinez and Martinez",distributed software for data pipelines.,Technology,Finland,2004,2455,50M-100M
48970,"Turner, Villarreal and Stuart",data-driven system for fraud detection.,Fintech,Norway,2010,4702,100M-500M
48971,Torres and Sons,AI-powered engine for data pipelines.,Technology,Norway,2007,3894,100M-500M
48972,"Watson, Porter and Baxter",cloud-native infrastructure for autonomous driving.,Automotive,Finland,2011,1220,50M-100M
48973,"Wood, Garcia and Buckley",cloud-native software for gene editing.,Biotech,UK,2015,3914,50M-100M
48974,Harrison-Ball,distributed solution for supply chain visibility.,Logistics,Netherlands,2022,2977,50M-100M
48975,Washington Inc,AI-powered solution for supply chain visibility.,Logistics,Norway,1996,1708,500M+
48976,"Odonnell, Wright and Smith",distributed engine for observability.,Technology,Netherlands,1999,4874,100M-500M
48977,Jackson-Garner,AI-powered engine for personalized learning.,Education,France,2014,3213,50M-100M
48978,"Moore, Castillo and Smith",machine learning system for student analytics.,Education,Netherlands,2002,3261,500M+
48979,Stevens Group,AI-powered solution for personalized learning.,Education,Netherlands,2013,4447,50M-100M
